adstrd_code,adstrd_nm,brtc_nm,signgu_nm
11680670 ,개포2동,서울특별시,강남구
11680690 ,개포4동,서울특별시,강남구
11680700 ,세곡동,서울특별시,강남구
11680720 ,일원본동,서울특별시,강남구
11680730 ,일원1동,서울특별시,강남구
11680740 ,일원2동,서울특별시,강남구
11680750 ,수서동,서울특별시,강남구
11710510 ,풍납1동,서울특별시,송파구
11710520 ,풍납2동,서울특별시,송파구
11710531 ,거여1동,서울특별시,송파구
11710532 ,거여2동,서울특별시,송파구
11710540 ,마천1동,서울특별시,송파구
11710550 ,마천2동,서울특별시,송파구
11710561 ,방이1동,서울특별시,송파구
11710562 ,방이2동,서울특별시,송파구
11710566 ,오륜동,서울특별시,송파구
11710570 ,오금동,서울특별시,송파구
11710580 ,송파1동,서울특별시,송파구
11710590 ,송파2동,서울특별시,송파구
11710600 ,석촌동,서울특별시,송파구
11710610 ,삼전동,서울특별시,송파구
11710620 ,가락본동,서울특별시,송파구
11710631 ,가락1동,서울특별시,송파구
11710632 ,가락2동,서울특별시,송파구
11710641 ,문정1동,서울특별시,송파구
11710642 ,문정2동,서울특별시,송파구
11710646 ,장지동,서울특별시,송파구
11710647 ,위례동,서울특별시,송파구
11710650 ,잠실본동,서울특별시,송파구
11710670 ,잠실2동,서울특별시,송파구
11710680 ,잠실3동,서울특별시,송파구
11710690 ,잠실4동,서울특별시,송파구
11710710 ,잠실6동,서울특별시,송파구
11710720 ,잠실7동,서울특별시,송파구
11740515 ,강일동,서울특별시,강동구
11740520 ,상일동,서울특별시,강동구
11740530 ,명일1동,서울특별시,강동구
11740540 ,명일2동,서울특별시,강동구
11740550 ,고덕1동,서울특별시,강동구
11740560 ,고덕2동,서울특별시,강동구
11740570 ,암사1동,서울특별시,강동구
11740580 ,암사2동,서울특별시,강동구
11740590 ,암사3동,서울특별시,강동구
11740600 ,천호1동,서울특별시,강동구
11740610 ,천호2동,서울특별시,강동구
11740620 ,천호3동,서울특별시,강동구
11740640 ,성내1동,서울특별시,강동구
11740650 ,성내2동,서울특별시,강동구
11740660 ,성내3동,서울특별시,강동구
11740685 ,길동,서울특별시,강동구
11740690 ,둔촌1동,서울특별시,강동구
11740700 ,둔촌2동,서울특별시,강동구
26110510 ,중앙동,부산광역시,중구
26110520 ,동광동,부산광역시,중구
26110530 ,대청동,부산광역시,중구
26110545 ,보수동,부산광역시,중구
26110560 ,부평동,부산광역시,중구
26110570 ,광복동,부산광역시,중구
26110580 ,남포동,부산광역시,중구
26110590 ,영주1동,부산광역시,중구
26110600 ,영주2동,부산광역시,중구
26140510 ,동대신1동,부산광역시,서구
26140520 ,동대신2동,부산광역시,서구
26140530 ,동대신3동,부산광역시,서구
26140540 ,서대신1동,부산광역시,서구
26140560 ,서대신3동,부산광역시,서구
26140570 ,서대신4동,부산광역시,서구
26140590 ,부민동,부산광역시,서구
26140615 ,아미동,부산광역시,서구
26140630 ,초장동,부산광역시,서구
26140640 ,충무동,부산광역시,서구
26140650 ,남부민1동,부산광역시,서구
26140660 ,남부민2동,부산광역시,서구
26140680 ,암남동,부산광역시,서구
26170510 ,초량1동,부산광역시,동구
26170520 ,초량2동,부산광역시,동구
26170530 ,초량3동,부산광역시,동구
26170550 ,초량6동,부산광역시,동구
26170560 ,수정1동,부산광역시,동구
26170570 ,수정2동,부산광역시,동구
26170590 ,수정4동,부산광역시,동구
26170600 ,수정5동,부산광역시,동구
26170645 ,좌천동,부산광역시,동구
26170650 ,범일1동,부산광역시,동구
26170660 ,범일2동,부산광역시,동구
26170680 ,범일5동,부산광역시,동구
26200530 ,남항동,부산광역시,영도구
26200540 ,영선1동,부산광역시,영도구
26200550 ,영선2동,부산광역시,영도구
26200585 ,신선동,부산광역시,영도구
26200590 ,봉래1동,부산광역시,영도구
26200605 ,봉래2동,부산광역시,영도구
26200630 ,청학1동,부산광역시,영도구
26200640 ,청학2동,부산광역시,영도구
26200650 ,동삼1동,부산광역시,영도구
26200660 ,동삼2동,부산광역시,영도구
26200670 ,동삼3동,부산광역시,영도구
26230510 ,부전1동,부산광역시,부산진구
26230520 ,부전2동,부산광역시,부산진구
26230540 ,연지동,부산광역시,부산진구
26230550 ,초읍동,부산광역시,부산진구
26230560 ,양정1동,부산광역시,부산진구
26230570 ,양정2동,부산광역시,부산진구
26230600 ,전포1동,부산광역시,부산진구
26230610 ,전포2동,부산광역시,부산진구
26230640 ,부암1동,부산광역시,부산진구
26230660 ,부암3동,부산광역시,부산진구
26230670 ,당감1동,부산광역시,부산진구
26230680 ,당감2동,부산광역시,부산진구
26230700 ,당감4동,부산광역시,부산진구
26230710 ,가야1동,부산광역시,부산진구
26230720 ,가야2동,부산광역시,부산진구
26230740 ,개금1동,부산광역시,부산진구
26230750 ,개금2동,부산광역시,부산진구
26230760 ,개금3동,부산광역시,부산진구
26230770 ,범천1동,부산광역시,부산진구
26230780 ,범천2동,부산광역시,부산진구
26260510 ,수민동,부산광역시,동래구
26260520 ,복산동,부산광역시,동래구
26260545 ,명륜동,부산광역시,동래구
26260550 ,온천1동,부산광역시,동래구
26260560 ,온천2동,부산광역시,동래구
26260570 ,온천3동,부산광역시,동래구
26260580 ,사직1동,부산광역시,동래구
26260590 ,사직2동,부산광역시,동래구
26260600 ,사직3동,부산광역시,동래구
26260740 ,안락1동,부산광역시,동래구
26260750 ,안락2동,부산광역시,동래구
26260761 ,명장1동,부산광역시,동래구
26260762 ,명장2동,부산광역시,동래구
26290510 ,대연1동,부산광역시,남구
26290530 ,대연3동,부산광역시,남구
26290540 ,대연4동,부산광역시,남구
26290550 ,대연5동,부산광역시,남구
26290560 ,대연6동,부산광역시,남구
26290570 ,용호1동,부산광역시,남구
26290580 ,용호2동,부산광역시,남구
26290590 ,용호3동,부산광역시,남구
26290600 ,용호4동,부산광역시,남구
26290610 ,용당동,부산광역시,남구
26290620 ,감만1동,부산광역시,남구
26290630 ,감만2동,부산광역시,남구
26290645 ,우암동,부산광역시,남구
26290680 ,문현1동,부산광역시,남구
26290690 ,문현2동,부산광역시,남구
26290700 ,문현3동,부산광역시,남구
26290710 ,문현4동,부산광역시,남구
26320510 ,구포1동,부산광역시,북구
26320520 ,구포2동,부산광역시,북구
26320521 ,구포3동,부산광역시,북구
26320530 ,금곡동,부산광역시,북구
26320541 ,화명1동,부산광역시,북구
26320542 ,화명2동,부산광역시,북구
26320543 ,화명3동,부산광역시,북구
26320550 ,덕천1동,부산광역시,북구
26320560 ,덕천2동,부산광역시,북구
26320561 ,덕천3동,부산광역시,북구
26320571 ,만덕1동,부산광역시,북구
26320572 ,만덕2동,부산광역시,북구
26320573 ,만덕3동,부산광역시,북구
26350510 ,우1동,부산광역시,해운대구
26350520 ,우2동,부산광역시,해운대구
26350525 ,우3동,부산광역시,해운대구
26350530 ,중1동,부산광역시,해운대구
26350540 ,중2동,부산광역시,해운대구
26350551 ,좌1동,부산광역시,해운대구
26350552 ,좌2동,부산광역시,해운대구
26350553 ,좌3동,부산광역시,해운대구
26350554 ,좌4동,부산광역시,해운대구
26350560 ,송정동,부산광역시,해운대구
26350570 ,반여1동,부산광역시,해운대구
26350580 ,반여2동,부산광역시,해운대구
26350590 ,반여3동,부산광역시,해운대구
26350595 ,반여4동,부산광역시,해운대구
26350610 ,반송1동,부산광역시,해운대구
26350620 ,반송2동,부산광역시,해운대구
26350650 ,재송1동,부산광역시,해운대구
26350660 ,재송2동,부산광역시,해운대구
26380510 ,괴정1동,부산광역시,사하구
26380520 ,괴정2동,부산광역시,사하구
26380530 ,괴정3동,부산광역시,사하구
26380540 ,괴정4동,부산광역시,사하구
26380550 ,당리동,부산광역시,사하구
26380561 ,하단1동,부산광역시,사하구
26380562 ,하단2동,부산광역시,사하구
26380571 ,신평1동,부산광역시,사하구
26380572 ,신평2동,부산광역시,사하구
26380580 ,장림1동,부산광역시,사하구
26380590 ,장림2동,부산광역시,사하구
26380601 ,다대1동,부산광역시,사하구
26380602 ,다대2동,부산광역시,사하구
26380610 ,구평동,부산광역시,사하구
26380620 ,감천1동,부산광역시,사하구
26380630 ,감천2동,부산광역시,사하구
26410510 ,서1동,부산광역시,금정구
26410520 ,서2동,부산광역시,금정구
26410530 ,서3동,부산광역시,금정구
26410555 ,금사회동동,부산광역시,금정구
26410570 ,부곡1동,부산광역시,금정구
26410580 ,부곡2동,부산광역시,금정구
26410590 ,부곡3동,부산광역시,금정구
26410591 ,부곡4동,부산광역시,금정구
26410600 ,장전1동,부산광역시,금정구
26410610 ,장전2동,부산광역시,금정구
26410635 ,선두구동,부산광역시,금정구
26410665 ,청룡노포동,부산광역시,금정구
26410670 ,남산동,부산광역시,금정구
26410680 ,구서1동,부산광역시,금정구
26410690 ,구서2동,부산광역시,금정구
26410700 ,금성동,부산광역시,금정구
26440510 ,대저1동,부산광역시,강서구
26440520 ,대저2동,부산광역시,강서구
26440530 ,강동동,부산광역시,강서구
26440535 ,명지1동,부산광역시,강서구
26440545 ,명지2동,부산광역시,강서구
26440550 ,가락동,부산광역시,강서구
26440560 ,녹산동,부산광역시,강서구
26440580 ,가덕도동,부산광역시,강서구
26470610 ,거제1동,부산광역시,연제구
26470620 ,거제2동,부산광역시,연제구
26470630 ,거제3동,부산광역시,연제구
26470640 ,거제4동,부산광역시,연제구
26470650 ,연산1동,부산광역시,연제구
26470660 ,연산2동,부산광역시,연제구
26470670 ,연산3동,부산광역시,연제구
26470680 ,연산4동,부산광역시,연제구
26470690 ,연산5동,부산광역시,연제구
26470700 ,연산6동,부산광역시,연제구
26470720 ,연산8동,부산광역시,연제구
26470730 ,연산9동,부산광역시,연제구
26500660 ,남천1동,부산광역시,수영구
26500670 ,남천2동,부산광역시,수영구
26500730 ,수영동,부산광역시,수영구
26500740 ,망미1동,부산광역시,수영구
26500750 ,망미2동,부산광역시,수영구
26500760 ,광안1동,부산광역시,수영구
26500770 ,광안2동,부산광역시,수영구
26500780 ,광안3동,부산광역시,수영구
26500790 ,광안4동,부산광역시,수영구
26500800 ,민락동,부산광역시,수영구
26530580 ,삼락동,부산광역시,사상구
26530591 ,모라1동,부산광역시,사상구
26530593 ,모라3동,부산광역시,사상구
26530600 ,덕포1동,부산광역시,사상구
26530610 ,덕포2동,부산광역시,사상구
26530620 ,괘법동,부산광역시,사상구
26530645 ,감전동,부산광역시,사상구
26530650 ,주례1동,부산광역시,사상구
26530660 ,주례2동,부산광역시,사상구
26530661 ,주례3동,부산광역시,사상구
26530670 ,학장동,부산광역시,사상구
26530680 ,엄궁동,부산광역시,사상구
26710250 ,기장읍,부산광역시,기장군
26710253 ,장안읍,부산광역시,기장군
26710256 ,정관읍,부산광역시,기장군
26710310 ,일광면,부산광역시,기장군
26710330 ,철마면,부산광역시,기장군
27110517 ,동인동,대구광역시,중구
27110545 ,삼덕동,대구광역시,중구
27110565 ,성내1동,대구광역시,중구
27110575 ,성내2동,대구광역시,중구
27110585 ,성내3동,대구광역시,중구
27110595 ,대신동,대구광역시,중구
27110640 ,남산1동,대구광역시,중구
27110650 ,남산2동,대구광역시,중구
27110660 ,남산3동,대구광역시,중구
27110670 ,남산4동,대구광역시,중구
27110680 ,대봉1동,대구광역시,중구
27110690 ,대봉2동,대구광역시,중구
27140510 ,신암1동,대구광역시,동구
27140520 ,신암2동,대구광역시,동구
27140530 ,신암3동,대구광역시,동구
27140540 ,신암4동,대구광역시,동구
27140541 ,신암5동,대구광역시,동구
27140555 ,신천1.2동,대구광역시,동구
27140570 ,신천3동,대구광역시,동구
27140580 ,신천4동,대구광역시,동구
27140590 ,효목1동,대구광역시,동구
27140600 ,효목2동,대구광역시,동구
27140615 ,도평동,대구광역시,동구
27140620 ,불로.봉무동,대구광역시,동구
27140640 ,지저동,대구광역시,동구
27140655 ,동촌동,대구광역시,동구
27140670 ,방촌동,대구광역시,동구
27140685 ,해안동,대구광역시,동구
27140720 ,안심1동,대구광역시,동구
27140730 ,안심2동,대구광역시,동구
27140745 ,안심3.4동,대구광역시,동구
27140760 ,공산동,대구광역시,동구
