일자,행정동명,업종명,이용건수,이용금액,시명,구명,년,월,일,주차
2020-01-09,회현동,인터넷쇼핑,68900,773604834,서울특별시,중구,2020,1,9,2
2020-01-09,장충동,인터넷쇼핑,394,43100304,서울특별시,중구,2020,1,9,2
2020-01-09,남영동,인터넷쇼핑,3841,96883962,서울특별시,용산구,2020,1,9,2
2020-01-09,한강로동,인터넷쇼핑,185901,7932219710,서울특별시,용산구,2020,1,9,2
2020-01-09,한강로동,인터넷쇼핑,65734,2791745404,서울특별시,용산구,2020,1,9,2
2020-01-09,아현동,인터넷쇼핑,250109,9325912557,서울특별시,마포구,2020,1,9,2
2020-01-09,염리동,인터넷쇼핑,8461,346341410,서울특별시,마포구,2020,1,9,2
2020-01-09,상암동,홈쇼핑,2057,98249792,서울특별시,마포구,2020,1,9,2
2020-01-09,목1동,인터넷쇼핑,36952,1730933320,서울특별시,양천구,2020,1,9,2
2020-01-09,가양1동,인터넷쇼핑,25891,142842550,서울특별시,강서구,2020,1,9,2
2020-01-09,구로3동,인터넷쇼핑,207253,13799495502,서울특별시,구로구,2020,1,9,2
2020-01-09,여의동,인터넷쇼핑,156,36843741,서울특별시,영등포구,2020,1,9,2
2020-01-09,문래동,인터넷쇼핑,61,4932650,서울특별시,영등포구,2020,1,9,2
2020-01-09,양평2동,인터넷쇼핑,2389,125643711,서울특별시,영등포구,2020,1,9,2
2020-01-09,신대방2동,인터넷쇼핑,16998,181839760,서울특별시,동작구,2020,1,9,2
2020-01-09,인헌동,인터넷쇼핑,4660,329923082,서울특별시,관악구,2020,1,9,2
2020-01-09,서초4동,인터넷쇼핑,334,8142330,서울특별시,서초구,2020,1,9,2
2020-01-09,방배2동,홈쇼핑,4912,579304365,서울특별시,서초구,2020,1,9,2
2020-01-09,방배2동,인터넷쇼핑,3262,265201845,서울특별시,서초구,2020,1,9,2
2020-01-09,방배4동,인터넷쇼핑,7373,293700035,서울특별시,서초구,2020,1,9,2
2020-01-09,삼성1동,인터넷쇼핑,30022,1262488992,서울특별시,강남구,2020,1,9,2
2020-01-09,삼성1동,인터넷쇼핑,1412,139760394,서울특별시,강남구,2020,1,9,2
2020-01-09,대치2동,인터넷쇼핑,96,12984696,서울특별시,강남구,2020,1,9,2
2020-01-09,역삼1동,인터넷쇼핑,1492,116994228,서울특별시,강남구,2020,1,9,2
2020-01-09,역삼1동,인터넷쇼핑,32553,3003955417,서울특별시,강남구,2020,1,9,2
2020-01-09,역삼2동,인터넷쇼핑,2917,300543268,서울특별시,강남구,2020,1,9,2
2020-01-09,역삼2동,인터넷쇼핑,3634,4495103489,서울특별시,강남구,2020,1,9,2
2020-01-09,수서동,인터넷쇼핑,15654,391094123,서울특별시,강남구,2020,1,9,2
2020-01-09,송파1동,인터넷쇼핑,55,6879113,서울특별시,송파구,2020,1,9,2
2020-01-09,천호2동,인터넷쇼핑,2295,184111663,서울특별시,강동구,2020,1,9,2
2020-01-10,소공동,인터넷쇼핑,80924,3947721314,서울특별시,중구,2020,1,10,2
2020-01-10,회현동,인터넷쇼핑,14745,1205708927,서울특별시,중구,2020,1,10,2
2020-01-10,회현동,인터넷쇼핑,69638,784455477,서울특별시,중구,2020,1,10,2
2020-01-10,장충동,인터넷쇼핑,355,53694793,서울특별시,중구,2020,1,10,2
2020-01-10,남영동,인터넷쇼핑,2464,119390000,서울특별시,용산구,2020,1,10,2
2020-01-10,한강로동,인터넷쇼핑,177492,7397644686,서울특별시,용산구,2020,1,10,2
2020-01-10,한강로동,인터넷쇼핑,59893,2541147578,서울특별시,용산구,2020,1,10,2
2020-01-10,아현동,인터넷쇼핑,227736,8610051594,서울특별시,마포구,2020,1,10,2
2020-01-10,염리동,인터넷쇼핑,8379,348336740,서울특별시,마포구,2020,1,10,2
2020-01-10,상암동,홈쇼핑,1687,77750264,서울특별시,마포구,2020,1,10,2
2020-01-10,목1동,인터넷쇼핑,35177,1551474226,서울특별시,양천구,2020,1,10,2
2020-01-10,가양1동,인터넷쇼핑,24857,134793406,서울특별시,강서구,2020,1,10,2
2020-01-10,구로3동,인터넷쇼핑,194306,8788718898,서울특별시,구로구,2020,1,10,2
2020-01-10,여의동,인터넷쇼핑,119,45206000,서울특별시,영등포구,2020,1,10,2
2020-01-10,문래동,인터넷쇼핑,76,4780386,서울특별시,영등포구,2020,1,10,2
2020-01-10,양평2동,인터넷쇼핑,2500,129349136,서울특별시,영등포구,2020,1,10,2
2020-01-10,신대방2동,인터넷쇼핑,16692,180196710,서울특별시,동작구,2020,1,10,2
2020-01-10,인헌동,인터넷쇼핑,4912,337049366,서울특별시,관악구,2020,1,10,2
2020-01-10,서초3동,인터넷쇼핑,784,164573720,서울특별시,서초구,2020,1,10,2
2020-01-10,방배2동,홈쇼핑,3455,446473780,서울특별시,서초구,2020,1,10,2
2020-01-10,방배2동,인터넷쇼핑,3562,346806109,서울특별시,서초구,2020,1,10,2
2020-01-10,방배4동,인터넷쇼핑,7519,334423563,서울특별시,서초구,2020,1,10,2
2020-01-10,삼성1동,인터넷쇼핑,29881,1393327810,서울특별시,강남구,2020,1,10,2
2020-01-10,삼성1동,인터넷쇼핑,1651,187707188,서울특별시,강남구,2020,1,10,2
2020-01-10,역삼1동,인터넷쇼핑,1411,112832788,서울특별시,강남구,2020,1,10,2
2020-01-10,역삼1동,인터넷쇼핑,28969,2650911648,서울특별시,강남구,2020,1,10,2
2020-01-10,역삼2동,인터넷쇼핑,3102,357323485,서울특별시,강남구,2020,1,10,2
2020-01-10,역삼2동,인터넷쇼핑,5280,7831302602,서울특별시,강남구,2020,1,10,2
2020-01-10,수서동,인터넷쇼핑,15193,389470990,서울특별시,강남구,2020,1,10,2
2020-01-10,송파1동,인터넷쇼핑,85,11290800,서울특별시,송파구,2020,1,10,2
2020-01-10,천호2동,인터넷쇼핑,2815,236015201,서울특별시,강동구,2020,1,10,2
2020-01-11,역삼1동,인터넷쇼핑,1546,108192425,서울특별시,강남구,2020,1,11,2
2020-01-11,역삼1동,인터넷쇼핑,16592,1565896341,서울특별시,강남구,2020,1,11,2
2020-01-11,역삼2동,인터넷쇼핑,371,52498539,서울특별시,강남구,2020,1,11,2
2020-01-11,역삼2동,인터넷쇼핑,20863,126379619547,서울특별시,강남구,2020,1,11,2
2020-01-11,천호2동,인터넷쇼핑,1644,157142732,서울특별시,강동구,2020,1,11,2
2020-01-11,소공동,인터넷쇼핑,105348,4685524020,서울특별시,중구,2020,1,11,2
2020-01-11,소공동,인터넷쇼핑,891,110234163,서울특별시,중구,2020,1,11,2
2020-01-11,회현동,인터넷쇼핑,9485,726114768,서울특별시,중구,2020,1,11,2
2020-01-11,회현동,인터넷쇼핑,65038,839708016,서울특별시,중구,2020,1,11,2
2020-01-11,남영동,인터넷쇼핑,2304,82023922,서울특별시,용산구,2020,1,11,2
2020-01-11,한강로동,인터넷쇼핑,1579,59349913,서울특별시,용산구,2020,1,11,2
2020-01-11,한강로동,인터넷쇼핑,50920,2223737379,서울특별시,용산구,2020,1,11,2
2020-01-11,아현동,인터넷쇼핑,264562,29817879642,서울특별시,마포구,2020,1,11,2
2020-01-11,상암동,홈쇼핑,1445,82562539,서울특별시,마포구,2020,1,11,2
2020-01-11,목1동,인터넷쇼핑,55399,3401748309,서울특별시,양천구,2020,1,11,2
2020-01-11,가양1동,인터넷쇼핑,25374,154390750,서울특별시,강서구,2020,1,11,2
2020-01-11,구로3동,인터넷쇼핑,188810,8743768313,서울특별시,구로구,2020,1,11,2
2020-01-11,가산동,인터넷쇼핑,65,7385410,서울특별시,금천구,2020,1,11,2
2020-01-11,여의동,인터넷쇼핑,119,20339271,서울특별시,영등포구,2020,1,11,2
2020-01-11,문래동,인터넷쇼핑,73,4952257,서울특별시,영등포구,2020,1,11,2
2020-01-11,양평2동,인터넷쇼핑,3201,274142517,서울특별시,영등포구,2020,1,11,2
2020-01-11,신대방2동,인터넷쇼핑,18575,196297040,서울특별시,동작구,2020,1,11,2
2020-01-11,인헌동,인터넷쇼핑,4759,296821673,서울특별시,관악구,2020,1,11,2
2020-01-11,방배2동,인터넷쇼핑,2428,247631030,서울특별시,서초구,2020,1,11,2
2020-01-11,방배4동,인터넷쇼핑,8507,354359233,서울특별시,서초구,2020,1,11,2
2020-01-11,삼성1동,인터넷쇼핑,29849,1285058841,서울특별시,강남구,2020,1,11,2
2020-01-12,한강로동,인터넷쇼핑,45410,1876240513,서울특별시,용산구,2020,1,12,2
2020-01-12,한강로동,인터넷쇼핑,1412,49161039,서울특별시,용산구,2020,1,12,2
2020-01-12,남영동,인터넷쇼핑,1575,63766305,서울특별시,용산구,2020,1,12,2
2020-01-12,회현동,인터넷쇼핑,68711,916793539,서울특별시,중구,2020,1,12,2
2020-01-12,회현동,인터넷쇼핑,1621,99069260,서울특별시,중구,2020,1,12,2
2020-01-12,소공동,인터넷쇼핑,50845,2029355334,서울특별시,중구,2020,1,12,2
2020-01-12,역삼2동,인터넷쇼핑,228,24919406,서울특별시,강남구,2020,1,12,2
2020-01-12,역삼1동,인터넷쇼핑,10237,570451680,서울특별시,강남구,2020,1,12,2
2020-01-12,역삼1동,인터넷쇼핑,1593,111105745,서울특별시,강남구,2020,1,12,2
2020-01-12,삼성1동,인터넷쇼핑,28769,1404010593,서울특별시,강남구,2020,1,12,2
2020-01-12,방배4동,인터넷쇼핑,7913,245833597,서울특별시,서초구,2020,1,12,2
2020-01-12,인헌동,인터넷쇼핑,5073,293609570,서울특별시,관악구,2020,1,12,2
2020-01-12,신대방2동,인터넷쇼핑,19290,204615290,서울특별시,동작구,2020,1,12,2
2020-01-12,양평2동,인터넷쇼핑,5567,887776953,서울특별시,영등포구,2020,1,12,2
2020-01-12,여의동,인터넷쇼핑,141,14491144,서울특별시,영등포구,2020,1,12,2
2020-01-12,구로3동,인터넷쇼핑,182987,6447266855,서울특별시,구로구,2020,1,12,2
2020-01-12,가양1동,인터넷쇼핑,22351,132856561,서울특별시,강서구,2020,1,12,2
2020-01-12,목1동,인터넷쇼핑,43772,2149737342,서울특별시,양천구,2020,1,12,2
2020-01-12,상암동,홈쇼핑,1448,81091944,서울특별시,마포구,2020,1,12,2
2020-01-12,아현동,인터넷쇼핑,232523,7760534690,서울특별시,마포구,2020,1,12,2
2020-01-13,아현동,인터넷쇼핑,254895,8315475114,서울특별시,마포구,2020,1,13,3
2020-01-13,한강로동,인터넷쇼핑,56376,2199710544,서울특별시,용산구,2020,1,13,3
2020-01-13,한강로동,인터넷쇼핑,500667,16993314061,서울특별시,용산구,2020,1,13,3
2020-01-13,장충동,인터넷쇼핑,370,46245957,서울특별시,중구,2020,1,13,3
2020-01-13,회현동,인터넷쇼핑,79567,803664931,서울특별시,중구,2020,1,13,3
2020-01-13,회현동,인터넷쇼핑,13252,887653468,서울특별시,중구,2020,1,13,3
2020-01-13,소공동,인터넷쇼핑,58445,2513209665,서울특별시,중구,2020,1,13,3
2020-01-13,송파1동,인터넷쇼핑,110,9556579,서울특별시,송파구,2020,1,13,3
2020-01-13,수서동,인터넷쇼핑,59692,1363574377,서울특별시,강남구,2020,1,13,3
2020-01-13,역삼2동,인터넷쇼핑,7442,547978415,서울특별시,강남구,2020,1,13,3
2020-01-13,역삼1동,인터넷쇼핑,31916,1997751874,서울특별시,강남구,2020,1,13,3
2020-01-13,역삼1동,인터넷쇼핑,1640,107447092,서울특별시,강남구,2020,1,13,3
2020-01-13,대치2동,인터넷쇼핑,321,40362782,서울특별시,강남구,2020,1,13,3
2020-01-13,삼성1동,인터넷쇼핑,20988,1018797432,서울특별시,강남구,2020,1,13,3
2020-01-13,방배4동,인터넷쇼핑,7591,240961079,서울특별시,서초구,2020,1,13,3
2020-01-13,서초4동,인터넷쇼핑,1588,22620020,서울특별시,서초구,2020,1,13,3
2020-01-13,인헌동,인터넷쇼핑,2430,215948843,서울특별시,관악구,2020,1,13,3
2020-01-13,신대방2동,인터넷쇼핑,15607,167624790,서울특별시,동작구,2020,1,13,3
2020-01-13,여의동,인터넷쇼핑,105,4618324,서울특별시,영등포구,2020,1,13,3
2020-01-13,구로3동,인터넷쇼핑,198802,7273128946,서울특별시,구로구,2020,1,13,3
2020-01-13,목1동,인터넷쇼핑,41609,2230898557,서울특별시,양천구,2020,1,13,3
2020-01-13,상암동,홈쇼핑,1126,81154281,서울특별시,마포구,2020,1,13,3
2020-01-13,염리동,인터넷쇼핑,39839,940452246,서울특별시,마포구,2020,1,13,3
2020-01-14,한강로동,인터넷쇼핑,65081,2975323563,서울특별시,용산구,2020,1,14,3
2020-01-14,한강로동,인터넷쇼핑,187423,8587485957,서울특별시,용산구,2020,1,14,3
2020-01-14,남영동,인터넷쇼핑,6978,100692923,서울특별시,용산구,2020,1,14,3
2020-01-14,장충동,인터넷쇼핑,339,36069141,서울특별시,중구,2020,1,14,3
2020-01-14,회현동,인터넷쇼핑,68357,742967797,서울특별시,중구,2020,1,14,3
2020-01-14,회현동,인터넷쇼핑,29500,2291957843,서울특별시,중구,2020,1,14,3
2020-01-14,소공동,인터넷쇼핑,71358,4723332625,서울특별시,중구,2020,1,14,3
2020-01-14,천호2동,인터넷쇼핑,9968,1222951633,서울특별시,강동구,2020,1,14,3
2020-01-14,송파1동,인터넷쇼핑,116,18797962,서울특별시,송파구,2020,1,14,3
2020-01-14,수서동,인터넷쇼핑,15439,391688036,서울특별시,강남구,2020,1,14,3
2020-01-14,역삼2동,인터넷쇼핑,4021,3645045810,서울특별시,강남구,2020,1,14,3
2020-01-14,역삼2동,인터넷쇼핑,3466,414109777,서울특별시,강남구,2020,1,14,3
2020-01-14,역삼1동,인터넷쇼핑,32782,3063134132,서울특별시,강남구,2020,1,14,3
2020-01-14,역삼1동,인터넷쇼핑,1673,109031225,서울특별시,강남구,2020,1,14,3
2020-01-14,삼성1동,인터넷쇼핑,2043,224912561,서울특별시,강남구,2020,1,14,3
2020-01-14,삼성1동,인터넷쇼핑,62029,1529879705,서울특별시,강남구,2020,1,14,3
2020-01-14,방배4동,인터넷쇼핑,6991,317819448,서울특별시,서초구,2020,1,14,3
2020-01-14,방배2동,인터넷쇼핑,10006,1080307443,서울특별시,서초구,2020,1,14,3
2020-01-14,방배2동,홈쇼핑,10623,1473496015,서울특별시,서초구,2020,1,14,3
2020-01-14,서초4동,인터넷쇼핑,578,6093580,서울특별시,서초구,2020,1,14,3
2020-01-14,서초3동,인터넷쇼핑,5166,1099719121,서울특별시,서초구,2020,1,14,3
2020-01-14,인헌동,인터넷쇼핑,1978,156785747,서울특별시,관악구,2020,1,14,3
2020-01-14,신대방2동,인터넷쇼핑,16253,174859750,서울특별시,동작구,2020,1,14,3
2020-01-14,문래동,인터넷쇼핑,213,11758208,서울특별시,영등포구,2020,1,14,3
2020-01-14,여의동,인터넷쇼핑,97,3014253,서울특별시,영등포구,2020,1,14,3
2020-01-14,구로3동,인터넷쇼핑,208518,10520511465,서울특별시,구로구,2020,1,14,3
2020-01-14,가양1동,인터넷쇼핑,5068,18317481,서울특별시,강서구,2020,1,14,3
2020-01-14,목1동,인터넷쇼핑,47958,2244406159,서울특별시,양천구,2020,1,14,3
2020-01-14,상암동,홈쇼핑,1457,96870112,서울특별시,마포구,2020,1,14,3
2020-01-14,염리동,인터넷쇼핑,8213,337950439,서울특별시,마포구,2020,1,14,3
2020-01-14,아현동,인터넷쇼핑,241580,9994709252,서울특별시,마포구,2020,1,14,3
2020-01-15,가양1동,인터넷쇼핑,27108,156063861,서울특별시,강서구,2020,1,15,3
2020-01-15,구로3동,인터넷쇼핑,192805,9483063947,서울특별시,구로구,2020,1,15,3
2020-01-15,여의동,인터넷쇼핑,124,15223858,서울특별시,영등포구,2020,1,15,3
2020-01-15,문래동,인터넷쇼핑,76,6409459,서울특별시,영등포구,2020,1,15,3
2020-01-15,양평2동,인터넷쇼핑,2485,121705593,서울특별시,영등포구,2020,1,15,3
2020-01-15,신대방2동,인터넷쇼핑,16331,173196510,서울특별시,동작구,2020,1,15,3
2020-01-15,인헌동,인터넷쇼핑,5206,320834990,서울특별시,관악구,2020,1,15,3
2020-01-15,서초3동,인터넷쇼핑,1052,181654820,서울특별시,서초구,2020,1,15,3
2020-01-15,서초4동,인터넷쇼핑,489,7562460,서울특별시,서초구,2020,1,15,3
2020-01-15,방배2동,홈쇼핑,2390,378980610,서울특별시,서초구,2020,1,15,3
2020-01-15,방배2동,인터넷쇼핑,2987,273837775,서울특별시,서초구,2020,1,15,3
2020-01-15,방배4동,인터넷쇼핑,6901,264023315,서울특별시,서초구,2020,1,15,3
2020-01-15,삼성1동,인터넷쇼핑,30405,1417779764,서울특별시,강남구,2020,1,15,3
2020-01-15,삼성1동,인터넷쇼핑,2017,219817961,서울특별시,강남구,2020,1,15,3
2020-01-15,역삼1동,인터넷쇼핑,1735,121847494,서울특별시,강남구,2020,1,15,3
2020-01-15,역삼1동,인터넷쇼핑,31979,2915869428,서울특별시,강남구,2020,1,15,3
2020-01-15,역삼2동,인터넷쇼핑,3450,358004318,서울특별시,강남구,2020,1,15,3
2020-01-15,역삼2동,인터넷쇼핑,2516,2966982761,서울특별시,강남구,2020,1,15,3
2020-01-15,수서동,인터넷쇼핑,14593,381994054,서울특별시,강남구,2020,1,15,3
2020-01-15,송파1동,인터넷쇼핑,54,5140366,서울특별시,송파구,2020,1,15,3
2020-01-15,천호2동,인터넷쇼핑,1618,106577129,서울특별시,강동구,2020,1,15,3
2020-01-15,소공동,인터넷쇼핑,71080,6423752075,서울특별시,중구,2020,1,15,3
2020-01-15,회현동,인터넷쇼핑,18555,1824172684,서울특별시,중구,2020,1,15,3
2020-01-15,회현동,인터넷쇼핑,67949,752855656,서울특별시,중구,2020,1,15,3
2020-01-15,장충동,인터넷쇼핑,292,37873769,서울특별시,중구,2020,1,15,3
2020-01-15,남영동,인터넷쇼핑,4771,126129102,서울특별시,용산구,2020,1,15,3
2020-01-15,한강로동,인터넷쇼핑,185512,7613809752,서울특별시,용산구,2020,1,15,3
2020-01-15,한강로동,인터넷쇼핑,63860,2954780850,서울특별시,용산구,2020,1,15,3
2020-01-15,아현동,인터넷쇼핑,234078,10375164770,서울특별시,마포구,2020,1,15,3
2020-01-15,염리동,인터넷쇼핑,8388,346606552,서울특별시,마포구,2020,1,15,3
2020-01-15,상암동,홈쇼핑,1797,108576638,서울특별시,마포구,2020,1,15,3
2020-01-15,목1동,인터넷쇼핑,47108,2371097152,서울특별시,양천구,2020,1,15,3
2020-01-16,역삼1동,인터넷쇼핑,1849,139390690,서울특별시,강남구,2020,1,16,3
2020-01-16,역삼1동,인터넷쇼핑,31698,2827506795,서울특별시,강남구,2020,1,16,3
2020-01-16,역삼2동,인터넷쇼핑,3563,414364261,서울특별시,강남구,2020,1,16,3
2020-01-16,역삼2동,인터넷쇼핑,2523,3237403835,서울특별시,강남구,2020,1,16,3
2020-01-16,수서동,인터넷쇼핑,14939,400465616,서울특별시,강남구,2020,1,16,3
2020-01-16,송파1동,인터넷쇼핑,71,9771045,서울특별시,송파구,2020,1,16,3
2020-01-16,천호2동,인터넷쇼핑,1920,193913226,서울특별시,강동구,2020,1,16,3
2020-01-16,소공동,인터넷쇼핑,64646,7459345819,서울특별시,중구,2020,1,16,3
2020-01-16,소공동,인터넷쇼핑,868,109278637,서울특별시,중구,2020,1,16,3
2020-01-16,회현동,인터넷쇼핑,16324,1558067864,서울특별시,중구,2020,1,16,3
